Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,RowID,case_location,data_as_of,data_loaded_at,Analysis Neighborhoods
161011962,62,16040209,Medical Incident,04/10/2016,04/10/2016,04/10/2016 02:16:25 PM,04/10/2016 02:18:11 PM,04/10/2016 02:18:50 PM,04/10/2016 02:19:01 PM,04/10/2016 02:22:19 PM,04/10/2016 02:55:18 PM,04/10/2016 03:08:30 PM,Code 2 Transport,04/10/2016 03:37:47 PM,TAYLOR ST/06TH ST/GOLDEN GATE AVE/MARKET ST,San Francisco,94103,B03,01,1454,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,South of Market,161011962-62,POINT (-122.41029 37.78223),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160931673,76,16036850,Traffic Collision,04/02/2016,04/02/2016,04/02/2016 12:44:43 PM,04/02/2016 12:45:24 PM,04/02/2016 12:46:42 PM,04/02/2016 12:46:48 PM,04/02/2016 12:55:17 PM,04/02/2016 01:03:30 PM,04/02/2016 01:10:33 PM,Code 2 Transport,04/02/2016 01:26:15 PM,CHARTER OAK AVE/SILVER AVE,San Francisco,94124,B10,42,6362,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Bayview Hunters Point,160931673-76,POINT (-122.40434 37.733143),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1
160972869,RC2,16038514,Medical Incident,04/06/2016,04/06/2016,04/06/2016 04:08:01 PM,04/06/2016 04:09:17 PM,04/06/2016 04:09:35 PM,04/06/2016 04:11:56 PM,,,,Other,04/06/2016 04:17:47 PM,HAIGHT ST/MASONIC AVE,San Francisco,94117,B05,21,4466,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,5,5,Haight Ashbury,160972869-RC2,POINT (-122.44534 37.77021),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,3
160982377,E19,16038974,Alarms,04/07/2016,04/07/2016,04/07/2016 02:57:10 PM,04/07/2016 02:59:09 PM,04/07/2016 02:59:41 PM,04/07/2016 03:00:47 PM,04/07/2016 03:04:15 PM,,,Fire,04/07/2016 03:13:13 PM,TAPIA DR/SERRANO DR,San Francisco,94132,B08,19,8581,3,3,3,true,Alarm,1,ENGINE,1,8,7,Lakeshore,160982377-E19,POINT (-122.48142 37.719055),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,16
160923789,70,16036635,Medical Incident,04/01/2016,04/01/2016,04/01/2016 10:31:34 PM,04/01/2016 10:31:34 PM,04/01/2016 10:31:56 PM,04/01/2016 10:32:10 PM,04/01/2016 10:35:13 PM,,,Against Medical Advice,04/01/2016 10:51:59 PM,TURK ST/MARKET ST/MASON ST,San Francisco,94103,B02,01,2248,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,South of Market,160923789-70,POINT (-122.40895 37.783287),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160930738,T03,16036742,Structure Fire / Smoke in Building,04/02/2016,04/01/2016,04/02/2016 07:48:03 AM,04/02/2016 07:49:50 AM,04/02/2016 07:50:12 AM,04/02/2016 07:51:55 AM,,,,Fire,04/02/2016 08:04:29 AM,TURK ST/DODGE ST,San Francisco,94102,B02,03,1554,3,3,3,false,Alarm,1,TRUCK,8,2,6,Tenderloin,160930738-T03,POINT (-122.416985 37.78242),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160962959,T08,16038111,Traffic Collision,04/05/2016,04/05/2016,04/05/2016 05:22:12 PM,04/05/2016 05:22:37 PM,04/05/2016 05:22:56 PM,04/05/2016 05:23:54 PM,04/05/2016 05:25:31 PM,,,Code 2 Transport,04/05/2016 05:31:51 PM,WELSH ST/05TH ST,San Francisco,94107,B03,08,2242,3,3,3,false,Potentially Life-Threatening,1,TRUCK,1,3,6,South of Market,160962959-T08,POINT (-122.399765 37.77737),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160930121,E08,16036677,Medical Incident,04/02/2016,04/01/2016,04/02/2016 12:46:41 AM,04/02/2016 12:46:41 AM,04/02/2016 12:48:41 AM,04/02/2016 12:50:55 AM,,,,Code 2 Transport,04/02/2016 12:53:32 AM,03RD ST/MISSION BAY BLVD,San Francisco,94158,B03,04,2231,2,3,3,true,Potentially Life-Threatening,1,ENGINE,3,3,6,Mission Bay,160930121-E08,POINT (-122.38953 37.77111),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,4
160972307,E07,16038457,Medical Incident,04/06/2016,04/06/2016,04/06/2016 02:09:21 PM,04/06/2016 02:10:19 PM,04/06/2016 02:11:05 PM,04/06/2016 02:12:05 PM,,,,Code 2 Transport,04/06/2016 02:12:53 PM,23RD ST/MISSION ST,San Francisco,94110,B06,11,5525,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,6,9,Mission,160972307-E07,POINT (-122.418594 37.753838),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
160951238,E03,16037576,Medical Incident,04/04/2016,04/04/2016,04/04/2016 10:35:10 AM,04/04/2016 10:35:52 AM,04/04/2016 10:36:19 AM,04/04/2016 10:38:12 AM,04/04/2016 10:42:33 AM,,,Code 2 Transport,04/04/2016 10:46:05 AM,MARKET ST/11TH ST,San Francisco,94103,B02,36,2338,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,6,South of Market,160951238-E03,POINT (-122.418655 37.77556),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
161002736,RS1,16039888,Medical Incident,04/09/2016,04/09/2016,04/09/2016 06:56:21 PM,04/09/2016 06:57:46 PM,04/09/2016 06:58:04 PM,04/09/2016 06:59:09 PM,,,,Code 2 Transport,04/09/2016 07:00:39 PM,08TH ST/HOWARD ST,San Francisco,94103,B02,29,2322,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,4,2,6,South of Market,161002736-RS1,POINT (-122.411606 37.776222),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160942827,KM02,16037366,Medical Incident,04/03/2016,04/03/2016,04/03/2016 05:57:49 PM,04/03/2016 05:58:11 PM,04/03/2016 05:58:43 PM,04/03/2016 05:59:26 PM,04/03/2016 06:00:52 PM,04/03/2016 06:20:27 PM,04/03/2016 06:33:23 PM,Code 2 Transport,04/03/2016 07:08:26 PM,30TH AVE/IRVING ST,San Francisco,94122,B08,23,7536,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,1,8,4,Sunset/Parkside,160942827-KM02,POINT (-122.48891 37.763042),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,35
161023963,60,16040725,Medical Incident,04/11/2016,04/11/2016,04/11/2016 10:26:01 PM,04/11/2016 10:26:01 PM,04/11/2016 10:27:24 PM,04/11/2016 10:27:46 PM,04/11/2016 10:33:02 PM,,,No Merit,04/11/2016 10:55:38 PM,POLK ST/AUSTIN ST/FRANK NORRIS ST,San Francisco,94109,B04,03,3122,2,2,2,true,Non Life-threatening,1,MEDIC,1,4,3,Nob Hill,161023963-60,POINT (-122.4204 37.789165),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,21
161011552,AM10,16040179,Medical Incident,04/10/2016,04/10/2016,04/10/2016 12:19:24 PM,04/10/2016 12:20:08 PM,04/10/2016 12:20:54 PM,04/10/2016 12:22:31 PM,04/10/2016 12:28:14 PM,,,Medical Examiner,04/10/2016 02:24:56 PM,TOPAZ WAY/GOLD MINE DR,San Francisco,94131,B06,26,8154,E,E,3,false,Potentially Life-Threatening,1,PRIVATE,3,6,8,Glen Park,161011552-AM10,POINT (-122.43866 37.74066),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,10
161033131,E13,16041007,Medical Incident,04/12/2016,04/12/2016,04/12/2016 05:41:06 PM,04/12/2016 05:41:49 PM,04/12/2016 05:42:01 PM,04/12/2016 05:43:15 PM,04/12/2016 05:46:22 PM,,,Code 2 Transport,04/12/2016 05:55:14 PM,GRANT AVE/MAIDEN LN,San Francisco,94108,B01,01,1241,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,1,3,Financial District/South Beach,161033131-E13,POINT (-122.40513 37.78823),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
161010466,65,16040053,Medical Incident,04/10/2016,04/09/2016,04/10/2016 02:53:39 AM,04/10/2016 02:54:24 AM,04/10/2016 02:55:06 AM,04/10/2016 02:55:34 AM,,,,Unable to Locate,04/10/2016 03:04:02 AM,CALIFORNIA ST/DRUMM ST,San Francisco,94111,B01,13,1113,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,1,3,Financial District/South Beach,161010466-65,POINT (-122.39639 37.793663),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160990443,88,16039192,Medical Incident,04/08/2016,04/07/2016,04/08/2016 05:56:16 AM,04/08/2016 05:57:57 AM,04/08/2016 05:59:35 AM,04/08/2016 05:59:56 AM,04/08/2016 06:04:23 AM,04/08/2016 06:23:16 AM,04/08/2016 06:36:55 AM,Code 2 Transport,04/08/2016 07:10:05 AM,BACON ST/HAMILTON ST,San Francisco,94134,B10,42,6335,2,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,9,Portola,160990443-88,POINT (-122.40953 37.72608),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,25
160942012,E23,16037278,Electrical Hazard,04/03/2016,04/03/2016,04/03/2016 02:00:27 PM,04/03/2016 02:01:27 PM,04/03/2016 02:01:36 PM,04/03/2016 02:02:34 PM,04/03/2016 02:05:49 PM,,,Fire,04/03/2016 02:16:30 PM,44TH AVE/PACHECO ST,San Francisco,94116,B08,23,7663,3,3,3,false,Alarm,1,ENGINE,1,8,4,Sunset/Parkside,160942012-E23,POINT (-122.503006 37.74933),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,35
160973843,78,16038634,Traffic Collision,04/06/2016,04/06/2016,04/06/2016 07:30:36 PM,04/06/2016 07:31:01 PM,04/06/2016 07:31:27 PM,04/06/2016 07:31:38 PM,04/06/2016 07:36:36 PM,04/06/2016 08:08:57 PM,04/06/2016 08:25:03 PM,Code 2 Transport,04/06/2016 08:51:45 PM,02ND ST/BRYANT ST,San Francisco,94107,B03,08,2152,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,3,6,Financial District/South Beach,160973843-78,POINT (-122.393616 37.783077),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160962481,E17,16038068,Medical Incident,04/05/2016,04/05/2016,04/05/2016 03:37:07 PM,04/05/2016 03:37:07 PM,04/05/2016 03:37:22 PM,04/05/2016 03:38:57 PM,04/05/2016 03:41:21 PM,,,Code 2 Transport,04/05/2016 03:46:18 PM,BERTHA LN/HUDSON AVE,San Francisco,94124,B10,17,6631,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,10,10,Bayview Hunters Point,160962481-E17,POINT (-122.38019 37.73242),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1
160953606,81,16037791,Medical Incident,04/04/2016,04/04/2016,04/04/2016 08:34:54 PM,04/04/2016 08:36:16 PM,04/04/2016 08:53:34 PM,04/04/2016 08:53:43 PM,04/04/2016 09:01:10 PM,04/04/2016 09:17:32 PM,04/04/2016 09:33:28 PM,Code 2 Transport,04/04/2016 09:56:47 PM,EDDY ST/HYDE ST,San Francisco,94102,B02,03,1555,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,Tenderloin,160953606-81,POINT (-122.415886 37.783516),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160940614,70,16037156,Medical Incident,04/03/2016,04/02/2016,04/03/2016 04:47:01 AM,04/03/2016 04:47:57 AM,04/03/2016 04:48:26 AM,04/03/2016 04:49:01 AM,04/03/2016 05:00:20 AM,04/03/2016 05:11:33 AM,04/03/2016 05:21:42 AM,Code 2 Transport,04/03/2016 06:24:37 AM,ESSEX ST/FOLSOM ST,San Francisco,94105,B03,35,2136,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Financial District/South Beach,160940614-70,POINT (-122.395645 37.78638),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160982243,82,16038957,Medical Incident,04/07/2016,04/07/2016,04/07/2016 02:23:37 PM,04/07/2016 02:24:13 PM,04/07/2016 02:25:01 PM,04/07/2016 02:25:39 PM,04/07/2016 02:45:47 PM,04/07/2016 03:13:17 PM,04/07/2016 03:35:23 PM,Code 2 Transport,04/07/2016 04:19:08 PM,BAKER ST/MCALLISTER ST,San Francisco,94117,B05,21,4254,2,2,2,true,Non Life-threatening,1,MEDIC,1,5,5,Lone Mountain/USF,160982243-82,POINT (-122.44168 37.777374),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,18
161021733,E03,16040544,Medical Incident,04/11/2016,04/11/2016,04/11/2016 12:20:20 PM,04/11/2016 12:21:18 PM,04/11/2016 12:25:02 PM,04/11/2016 12:25:02 PM,04/11/2016 12:28:49 PM,,,Code 2 Transport,04/11/2016 01:16:18 PM,LARKIN ST/PINE ST,San Francisco,94109,B04,41,1562,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,4,3,Nob Hill,161021733-E03,POINT (-122.418846 37.78983),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,21
161042851,RC1,16041375,Medical Incident,04/13/2016,04/13/2016,04/13/2016 04:57:36 PM,04/13/2016 04:58:32 PM,04/13/2016 05:10:59 PM,04/13/2016 05:10:59 PM,04/13/2016 05:10:59 PM,,,Code 3 Transport,04/13/2016 05:21:49 PM,HYDE ST/BUSH ST,San Francisco,94109,B04,03,1561,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,4,4,3,Nob Hill,161042851-RC1,POINT (-122.417015 37.78911),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,21
160930559,62,16036725,Medical Incident,04/02/2016,04/01/2016,04/02/2016 05:36:07 AM,04/02/2016 05:37:41 AM,04/02/2016 05:37:50 AM,04/02/2016 05:37:55 AM,04/02/2016 05:40:44 AM,,,Medical Examiner,04/02/2016 07:03:36 AM,VAN NESS AVE/ALICE B TOKLAS PL,San Francisco,94109,B04,03,3162,3,E,3,true,Potentially Life-Threatening,1,MEDIC,1,4,5,Tenderloin,160930559-62,POINT (-122.42122 37.785233),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160941369,E40,16037228,Medical Incident,04/03/2016,04/03/2016,04/03/2016 10:53:00 AM,04/03/2016 10:53:00 AM,04/03/2016 10:54:07 AM,04/03/2016 10:54:57 AM,04/03/2016 10:57:24 AM,,,Code 2 Transport,04/03/2016 11:16:40 AM,25TH AVE/ULLOA ST,San Francisco,94116,B08,40,7462,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,8,4,Sunset/Parkside,160941369-E40,POINT (-122.48199 37.740902),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,35
161023871,62,16040718,Medical Incident,04/11/2016,04/11/2016,04/11/2016 09:50:51 PM,04/11/2016 09:52:57 PM,04/11/2016 09:53:46 PM,04/11/2016 09:53:51 PM,,,,No Merit,04/11/2016 09:59:25 PM,SANCHEZ ST/14TH ST,San Francisco,94114,B05,06,5131,3,3,3,true,Non Life-threatening,1,MEDIC,2,5,8,Castro/Upper Market,161023871-62,POINT (-122.43119 37.767593),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,5
160973913,E03,16038639,Medical Incident,04/06/2016,04/06/2016,04/06/2016 07:46:29 PM,04/06/2016 07:48:17 PM,04/06/2016 07:50:19 PM,04/06/2016 07:50:19 PM,04/06/2016 07:52:02 PM,,,Code 2 Transport,04/06/2016 08:04:28 PM,GOLDEN GATE AVE/LEAVENWORTH ST,San Francisco,94102,B02,01,1546,2,2,2,true,Non Life-threatening,1,ENGINE,1,2,6,Tenderloin,160973913-E03,POINT (-122.413864 37.781864),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
161042075,E10,16041299,Alarms,04/13/2016,04/13/2016,04/13/2016 01:50:06 PM,04/13/2016 01:50:40 PM,04/13/2016 01:51:32 PM,04/13/2016 01:53:58 PM,04/13/2016 01:54:27 PM,,,Fire,04/13/2016 02:01:28 PM,GEARY BLVD/MASONIC AVE,San Francisco,94118,B05,10,4365,3,3,3,true,Alarm,1,ENGINE,1,5,2,Lone Mountain/USF,161042075-E10,POINT (-122.4473 37.78239),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,18
161032189,KM04,16040943,Medical Incident,04/12/2016,04/12/2016,04/12/2016 02:25:12 PM,04/12/2016 02:26:13 PM,04/12/2016 02:26:51 PM,04/12/2016 02:27:42 PM,04/12/2016 02:34:20 PM,04/12/2016 03:04:16 PM,04/12/2016 03:40:23 PM,Code 2 Transport,04/12/2016 04:08:46 PM,VERNON ST/RANDOLPH ST,San Francisco,94132,B09,33,8411,2,2,2,false,Non Life-threatening,1,PRIVATE,2,9,11,Oceanview/Merced/Ingleside,161032189-KM04,POINT (-122.467995 37.714268),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,24
160973121,B04,16038542,Alarms,04/06/2016,04/06/2016,04/06/2016 04:54:33 PM,04/06/2016 04:55:44 PM,04/06/2016 04:55:53 PM,04/06/2016 04:56:22 PM,04/06/2016 04:58:09 PM,,,Fire,04/06/2016 05:11:46 PM,SACRAMENTO ST/DIVISADERO ST,San Francisco,94115,B04,10,4161,3,3,3,false,Alarm,1,CHIEF,1,4,2,Pacific Heights,160973121-B04,POINT (-122.44062 37.788994),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,30
160992268,T03,16039356,Structure Fire / Smoke in Building,04/08/2016,04/08/2016,04/08/2016 03:30:05 PM,04/08/2016 03:30:05 PM,04/08/2016 03:30:36 PM,04/08/2016 03:31:32 PM,,,,Fire,04/08/2016 03:33:01 PM,EDDY ST/LARKIN ST,San Francisco,94109,B02,03,1643,3,3,3,false,Alarm,1,TRUCK,2,2,6,Tenderloin,160992268-T03,POINT (-122.41753 37.78331),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160983642,E02,16039105,Medical Incident,04/07/2016,04/07/2016,04/07/2016 08:55:54 PM,04/07/2016 08:56:59 PM,04/07/2016 08:57:17 PM,04/07/2016 08:58:47 PM,04/07/2016 09:02:00 PM,,,Code 2 Transport,04/07/2016 09:14:11 PM,THE EMBARCADERO/BEACH ST/GRANT AVE,San Francisco,94133,B01,28,0939,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,1,3,North Beach,160983642-E02,POINT (-122.40905 37.80811),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,23
160980978,E29,16038822,Medical Incident,04/07/2016,04/07/2016,04/07/2016 08:44:36 AM,04/07/2016 08:46:14 AM,04/07/2016 08:46:34 AM,04/07/2016 08:47:29 AM,04/07/2016 08:51:44 AM,,,Gone on Arrival,04/07/2016 08:53:59 AM,MCLEA CT/09TH ST,San Francisco,94103,B03,29,2333,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,2,6,South of Market,160980978-E29,POINT (-122.40908 37.771732),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160922816,52,16036545,Medical Incident,04/01/2016,04/01/2016,04/01/2016 05:43:58 PM,04/01/2016 05:43:58 PM,04/01/2016 05:45:42 PM,04/01/2016 05:46:06 PM,04/01/2016 06:00:55 PM,04/01/2016 06:21:30 PM,04/01/2016 06:37:25 PM,Code 2 Transport,04/01/2016 07:12:39 PM,WELSH ST/05TH ST,San Francisco,94107,B03,08,2242,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,South of Market,160922816-52,POINT (-122.399765 37.77737),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160930800,79,16036753,Medical Incident,04/02/2016,04/02/2016,04/02/2016 08:17:07 AM,04/02/2016 08:17:40 AM,04/02/2016 08:18:52 AM,04/02/2016 08:19:05 AM,04/02/2016 08:25:13 AM,04/02/2016 08:35:14 AM,04/02/2016 08:44:41 AM,Code 2 Transport,04/02/2016 09:07:41 AM,02ND AVE/CABRILLO ST,San Francisco,94118,B07,31,7121,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,7,1,Inner Richmond,160930800-79,POINT (-122.45959 37.775566),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,11
161041613,KM09,16041258,Medical Incident,04/13/2016,04/13/2016,04/13/2016 11:46:35 AM,04/13/2016 11:46:35 AM,04/13/2016 11:47:18 AM,04/13/2016 11:48:08 AM,04/13/2016 12:11:08 PM,04/13/2016 12:11:11 PM,04/13/2016 12:20:29 PM,Code 2 Transport,04/13/2016 12:57:22 PM,EDDY ST/CYRIL MAGNIN ST,San Francisco,94102,B03,01,1364,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,3,3,6,Tenderloin,161041613-KM09,POINT (-122.40849 37.784454),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
161012984,E09,16040300,Medical Incident,04/10/2016,04/10/2016,04/10/2016 07:18:32 PM,04/10/2016 07:20:39 PM,04/10/2016 07:21:34 PM,04/10/2016 07:23:02 PM,04/10/2016 07:25:32 PM,,,Code 2 Transport,04/10/2016 07:26:26 PM,INNES AVE/NEWHALL ST,San Francisco,94124,B10,25,6532,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,10,10,Bayview Hunters Point,161012984-E09,POINT (-122.38883 37.73942),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1
161000583,E28,16039631,Medical Incident,04/09/2016,04/08/2016,04/09/2016 05:27:11 AM,04/09/2016 05:28:52 AM,04/09/2016 05:29:09 AM,04/09/2016 05:30:33 AM,04/09/2016 05:33:03 AM,,,No Merit,04/09/2016 05:53:04 AM,COLUMBUS AVE/JONES ST,San Francisco,94133,B01,28,1425,3,3,3,false,Non Life-threatening,1,ENGINE,1,1,2,Russian Hill,161000583-E28,POINT (-122.41682 37.804886),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,32
161003432,E41,16039971,Medical Incident,04/09/2016,04/09/2016,04/09/2016 10:29:42 PM,04/09/2016 10:30:34 PM,04/09/2016 10:31:24 PM,04/09/2016 10:32:45 PM,04/09/2016 10:34:52 PM,,,Code 2 Transport,04/09/2016 10:39:36 PM,POLK ST/PINE ST,San Francisco,94109,B04,03,3122,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,4,3,Nob Hill,161003432-E41,POINT (-122.420494 37.78962),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,21
161024195,E01,16040745,Medical Incident,04/11/2016,04/11/2016,04/11/2016 11:41:28 PM,04/11/2016 11:42:12 PM,04/11/2016 11:45:43 PM,04/11/2016 11:45:43 PM,04/11/2016 11:46:50 PM,,,Code 2 Transport,04/12/2016 12:02:55 AM,08TH ST/GROVE ST/HYDE ST/MARKET ST,San Francisco,94103,B02,01,2317,3,E,3,true,Potentially Life-Threatening,1,ENGINE,2,2,6,Tenderloin,161024195-E01,POINT (-122.41474 37.77872),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160982733,AM16,16039018,Medical Incident,04/07/2016,04/07/2016,04/07/2016 04:25:36 PM,04/07/2016 04:27:17 PM,04/07/2016 05:08:42 PM,04/07/2016 05:09:11 PM,04/07/2016 05:33:25 PM,04/07/2016 05:55:39 PM,04/07/2016 06:19:38 PM,Code 2 Transport,04/07/2016 06:42:49 PM,05TH ST/CLEMENTINA ST,San Francisco,94103,B03,01,2244,2,2,2,false,Non Life-threatening,1,PRIVATE,1,3,6,South of Market,160982733-AM16,POINT (-122.40392 37.7807),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160982956,E37,16039037,Medical Incident,04/07/2016,04/07/2016,04/07/2016 05:33:10 PM,04/07/2016 05:34:24 PM,04/07/2016 05:35:44 PM,04/07/2016 05:36:49 PM,04/07/2016 05:40:23 PM,,,Code 2 Transport,04/07/2016 05:40:49 PM,ILLINOIS ST/MARIN ST,San Francisco,94124,B10,25,2641,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,10,10,Bayview Hunters Point,160982956-E37,POINT (-122.38643 37.749065),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1
160992217,64,16039349,Medical Incident,04/08/2016,04/08/2016,04/08/2016 03:16:16 PM,04/08/2016 03:17:24 PM,04/08/2016 03:17:48 PM,04/08/2016 03:21:48 PM,04/08/2016 03:57:14 PM,,,Patient Declined Transport,04/08/2016 03:58:19 PM,SUNNYDALE AVE/HAHN ST,San Francisco,94134,B09,43,6241,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,10,Visitacion Valley,160992217-64,POINT (-122.416 37.711914),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,40
161002855,E03,16039901,Medical Incident,04/09/2016,04/09/2016,04/09/2016 07:39:35 PM,04/09/2016 07:40:32 PM,04/09/2016 07:40:55 PM,04/09/2016 07:42:23 PM,04/09/2016 07:44:45 PM,,,Medical Examiner,04/09/2016 07:56:39 PM,TAYLOR ST/EDDY ST,San Francisco,94102,B03,01,1453,E,E,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Tenderloin,161002855-E03,POINT (-122.41095 37.78414),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
161030825,E14,16040826,Medical Incident,04/12/2016,04/12/2016,04/12/2016 08:45:02 AM,04/12/2016 08:45:25 AM,04/12/2016 08:46:13 AM,04/12/2016 08:48:28 AM,04/12/2016 08:52:13 AM,,,Cancelled,04/12/2016 08:54:21 AM,FULTON ST/08TH AVE,San Francisco,94122,B07,31,7133,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,7,1,Inner Richmond,161030825-E14,POINT (-122.46588 37.7734),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,11
160933430,E23,16037046,Medical Incident,04/02/2016,04/02/2016,04/02/2016 09:08:53 PM,04/02/2016 09:09:17 PM,04/02/2016 09:09:58 PM,04/02/2016 09:11:15 PM,04/02/2016 09:12:44 PM,,,Code 3 Transport,04/02/2016 09:59:05 PM,48TH AVE/IRVING ST,San Francisco,94122,B08,23,7721,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,4,Sunset/Parkside,160933430-E23,POINT (-122.5082 37.76219),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,35
161034206,E17,16041104,Medical Incident,04/12/2016,04/12/2016,04/12/2016 11:10:40 PM,04/12/2016 11:11:12 PM,04/12/2016 11:11:37 PM,04/12/2016 11:13:41 PM,04/12/2016 11:16:57 PM,,,Code 2 Transport,04/12/2016 11:30:00 PM,CAMERON WAY/DOUBLE ROCK ST,San Francisco,94124,B10,17,6573,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,10,10,Bayview Hunters Point,161034206-E17,POINT (-122.388054 37.72069),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1
